Sentiment,Text
1,@cpost : i hope you took a lot of pictures during your cruise too.
1,@cpost have an awesome time! I'm less than 24hrs away from the same. Yippee!
0,@cprailfreak Drive here and go with me! I want to see it too.
0,"@cpritch hey thanx for the #followfriday, I wasn't online for much of yesterday didn't get a chance to do mine "
1,@cpritch what a lovely way to spend the morning
1,@cprpoker as well a good one to you. Nice wagon btw
0,"@cprpoker iDK. I think I needed to cough, then drink water, by then awake "
1,@cprs yeah. and i was always bitter to begin with hahaha sike. but they do give good hours!
0,@cpt_zeed I have SUCH a headache
1,"@CptCswife apparently it's part of their diet in that part of indonesia. how they determine if the crap is from the cat, i dunno... lol"
1,"@cptkenz :o WTF?! that's such a long time! D; /: it should be fun, though. "
0,@CptMidway
0,@CptMonty Relative to his significance as a HERO? Most people think of Chewie or even Wicket over him
0,@cptnhelm Jealous! Your SF compatriot just hit freelance underload.
1,"@cr09manutd i know, you dont have to tell me lol"
0,@cr0wing nobody is up for going to the beach today
0,"@cr0wing ran away yesterday from my parents work. been out looking and stuff but no sign, haven't heard from anyone, he's just disapeared "
1,@CR41G1E good question! just been debating with my boss the best title for a business card! Mainly focus on web design/code you ?
1,@cr8tivejen I'm pretty sure I'll be using those canning jars as candle lanterns for my next outside party.
1,"@cr8tivejen Jen - Anytime! It is like The Big Idea for forward-thinkers and on steroids with stories, interviews, mistakes, how-to etc."
1,@CRA1G It's the coolest! I look at the pics and think... WOW! That was a year ago?!? I'm glad you like it.
1,"@Cra1gHa1r hehe, would help her if I was still at her place. I'm at my house and yes, I think it's time to get up now."
1,"@craaazymeaaah Aww, how sweet. You should write a poem on your love life with twitter. "
1,@craaazymeaaah To them! Not to us though. HAH. Who am I kidding. ) PSST. Post the photos from the starbucks in Shang. I neeeed.
0,"@craaziiemma hey, you okay? im so bored revising for my spanish exam tomorrow! xx"
0,@CrabbyCon i'm hours away by airplane so no chance they can here me yell.
0,@crabbyknickers I want to ban food talk...am on a diet
1,@crabfisher 5 AM is truly my favorite time to go to the gym. So quiet and peaceful
1,@crabfisher Glad you liked it - feel free to ask any q's too.
0,@crabillhp hailez i feel sooo bad 4 u that ur w/ the soon to be 5th grade beasts
1,@crack_cocaine Me too! Eliza Dushku was great in that.
0,"@crackbarbie I'll buy you two beers, but you're at the wrong bar. "
0,@crackbarbie No twit pic of you in the prom dress?
1,@crackbarbie: So I'm not the only one to cry during &quot;Up&quot;? It was an excellent movie &lt;--- You cried?!?!?!? You have to be kidding! LOL
1,@crackberrista thank you
0,@crackberryfreak guess they changed minds bastards ...lol
0,@crackberrykevin stupid cash grabs! Every company finds a way
0,@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately
1,@crackedactor lol yeah u need to get photos of the both babes up lol back to good old style E3
0,@crackedknuckles i tried fighting for you but if thats not enough then lol
0,@crackedknuckles lmao they will be there to aww man lol u can stop at mine as well so u dnt hve to worry bout gettin home.. if u wnt?
1,@cracker07 *hugs* you better hug back
1,@cracker07 meh i'm here in spirit and on social networking sites whoo
1,@cracklingmind I like that song toooooo! sobrang pampa-hyper no?
1,@cracksh0t The lettering is the best part. Right? RIGHT?
0,@CrackUpBoom haha the way my day is going that sounds like a good idea! too bad I have a meeting tomorrow
0,@CRAdcock Too bad I'm not upgrade eligible for a while
1,@CradleFables always a pleasure
0,"@craff2008 Meant to record it! All I had to do is click 'record' on my laptop screen at the start. Me silly, me forget, me regret forget "
0,@craft ur URLs are being cut short May I suggest is.gd or bit.ly or url.ie as alternatives as shorter?
1,"@craft Wow. I want to make some, too! I may have to experiment. As a rollergirl, cool, unique tights are important "
1,@crafterm I'm in canberra too
0,"@crafting_change Dr. Tiller killed at *church*? That's so horrific, even worse that it was at his church. "
0,@craftjoshua I CAN'T!!! My heart aches for her children I wanna adopt alexis
1,@craftmastere thx. it's definitely a relief to have a place to tell the movers where to deliver my crap.
1,@craftsbycarer - thanks very much
1,@crafty_mama Always nice to know there is a Sailor Moon fan out there that is over 15 Your song on my Myspace is one of my favorites.
0,"@Crafty_mama You're so lucky! My hubby have never done the dishes, manually or using the dishwasher. Not once. "
0,@craftyasparagus Oh no! So sorry! Thank goodness your pup is okay!! So terrible. #awesomehr
1,@craftyasparagus Right. Better today! But yeah. Eww.
0,@craftybeans so begins my jealousy as I see what everyone is playing while I'm not at #OasisOfFun Enjoy!
1,@CraftyChica I love how positive you are! I always look forward to seeing your tweets.
0,@craftydame it was an epic day. Such a stupid mistake by my DH cost us a LOT of money So embarrassing as well.
0,@craftydame re:SSvsUT it was stuff like this that made me drift away from the DIY comm in the first place. Such complexes and drama
1,@craftyellen3 I don't even wanna know what the smell is. I'm not brave enough to even go there.....
1,@craftyGAgal I rated it 5 stars for you. I like the vertical button.
1,@craftygirl7 I'll go with you to your next one to hold your hand
1,@craftygirljen I shall consider it.
1,@craftymaddie @RozD @tracey1972 @fridayluv @brexians #followfriday for the great people
0,@CraftyMamaBlog Wished I had found the party sooner #CraftyM4
1,@CraftyMamaof4 I get a double whammy. He is the starting GoalKeeper and a Striker will be a long 10 month season for sure
0,@CraftyMamaof4 All the way to the pool for nuttin our power has been on and off from the storms here as well.
0,@CraftyMamaof4 my hub doesnt like sports I had BEARS season passes &amp; partial Caps last yr he didnt go to 1 game. okay tho i took my bro.
1,@CraftyMamaof4 Thank you! Thankful that me and the baby are ok How have you been?
0,@Craftymomaof4 I had to make a potty training mommy call....is it over #Craftyma4
0,"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going but this, FOR SURE!"
1,@crag_du Most welcome I've the veteran around here I'll always try and point you in the right direction
1,@cragchris I was only teasing about the spare room btw
0,@cragnet I'm dreaming of an E90 replacement too ... N97 looks like just an enhanced 5800 - Must confess I'm happy with a lighter and ...
1,"@CraHan ofcourse it depends on the shop... if you know a cheap shop here, you should find a cheap one there as well "
0,"@Craig: when I'm in Mashville, talking will be short. Also, presentations suck."
1,"@craig_bucknall Mr Craig, g'day to you sir!! "
0,"@craig_bucknall Parkway Drive is a good band, I missed them when they came here "
1,"@craig_martin excellent, great to meet you! "
1,@craig_martin I mentioned your site because it's really well done! It makes for good armchair traveling.
1,@craig_martin ok maybe I need a little parrot help
1,"@craig_steele i need my sleep, or else i'm a very angry little person + sleep is the best part of the day."
1,@Craig42K Happy Birthday when you sign on !!!!! Yay - it's your day !
1,"@craig42k Hi, Dear. [___]D"
1,@craig563 hey brotha... I just want to take a quick break in the shooting to say Happy Birthday! Rock it out man!
1,@craig88 Good luck You must be so relieved it's almost over!! Looking forward to the 'just graduated/got my degree tweet
0,"@craigandera I got my copy yesterday, too, although right now I'm digging into Scala, so can't read it just yet... "
1,@craigas I'll await your review on The Doves Enjoy Champ x
1,@Craigatscifi Just don't piss of AT. 'Cause @damiankindler tweets whenever someone pisses her off on a call.
1,@Craigatscifi Yay Highest hopes are held for the return of Terminator:TSCC
1,@CraigAVP i like reading your dailt twittascope.. b/c it applies to me too! yay for leos see you when your back in seattle&lt;3 can't wait!
0,@craigbailey I feel your pain - that's been most of my week.
1,@craigbalding Can your wife speak to mine? I've some items in my wishlist
1,@craigbalding You're a lucky man
1,@craigballantyne I think @BradPilon is referencing the garlic in the hummus.
0,"@craigballantyne I wish, but no more tickets we'll watch it tho"
1,@CraigBrake If I could be anything I would be a cat. They know how to get everyone to do things their way
0,@CraigC you are going to miss a fun time
1,@craigcammack I AM! haha she LOVES me! she's great in person - very real and down to earth
1,@CraigDavid - welcome to Twitter! Are you coming on tour to Europe soon? Would be very great!! love your music.
1,@CraigDevoy you know i can do better. soz
0,@craigelder proof reading Defra Greener Living Fund bid - only a Govt dept could have a grant application deadline this close to Easter
1,@craigend I only do computers. Am hopeless at everything else
0,@craigend I think I'm going to have to shell out for a new topup TV box
1,@craigend Typical cat
1,@craigers27 i do not get sun burned. i haven't used lotion in years
0,"@craigeryowens Argh, why can't you live in New Jersey? "
0,@craigeryowens awww i hope you feel better i figured something was up since you hadnt posted all day haha
1,@craigeryowens I still wasn't sure if you hated me from September. I guess not? Xo. Ps see you 7/5 warped
0,@craigeryowens I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D
0,@craigeryowens MY FUCKING GOD CRAIGERY I MISS JIMMY JOHNS!! SEND ME SOME FROM THE MITTEN TO L.A.
0,"@craigeryowens Seriously, Dekalb? Holy shit! I should have known about this earlier, I totally would have gone... But now I'm busy. "
0,@craigeryowens wow have fun...I wish i could go to the warped tour this summer! But I can't! I hope to see u in concert soon! Luv Katelyn
0,@craigeryowens you have a problem that I wish I could afford to have also
0,"@craigeryowens: Is the contest over?? I just got a camera today, do I still have time? "
1,@craigeth sweet! I'll check it out
1,@CraigFL at times like that i am glad for my anonymous blog or you could contribute to http://www.fmylife.com/
0,@CraigFL damn... they removed them from the old ones
1,@craigfots cheers for that
1,"@craigfots http://twitpic.com/4ecoa - Nice one, I love picnic baskets "
1,@craigfots mmmmm. who knows?? from memory I'd say the beer and sunshine may be a deal breaker
1,@craiggeddes You're horrible!! Harassing me from across the ocean. Have a great trip!
0,"@craiggerH woah, bold... really? Hope ur wrong, but like I said, Nigel is making a tv show, doesn't nec. mean the best dancers #SYTYCD"
0,@craiggordon1 dam you &amp; rich.. i wanna be in the sun
0,"@CraigieMac I missed it!!!! I went from the house to the car, and by the time I got in the car, it was OVER!!!! Did it go well?"
1,@CraigJEaton Cheers dude. Had a blast playing DFX 2 with you last night. Was fun..
1,@craigkausen or when ur fly undone
1,@CraigKoplien school we'll forget a bad fcst in a day or 2 she'll remember this a lot longer no pressure though
0,@craiglmj -- tell me about it.. I cancelled my ticket. / got the money back so it's fine.. But not really.. x
1,@CraigMadison *giggles* I will do that!
1,@CraigMadison How's my #1 student?
1,"@CraigMayhem The sound was poopy on the stream, will have to come out next time! "
1,@craigmcgill that was a dm that escaped!
0,@CraigN No surprise there. They probably don't know themselves where it is
0,@CraigN Ouchies
1,@craignicol it comes from Venus
1,@CraigpBestwick course I am
1,@craigphilips LOVE ur pic
1,@craigpladson Thanks Craig I sent them a message
1,@craigross316 nothin' much to do but hang out with twitter...
1,@craigsutton I wasnt a huge fan of the Divinci code movie and was a little worried Thanks!
0,"@craigsutton sorry 'bout that, Craig. Hope you feel better. I got a cough, hubby a cold. Both from being in a plane &amp; recycled air "
1,"@CraigTeich also loved Sanford and Son. Elizabeth, it's the BIG one!!! I also love Boston Legal. Very interesting and funny."
1,"@CraigTeich Yes, I do, U have the monopoly on doughnuts, I'm gettin ready to leave, would appreciate U beamin some over 2 Me good morning"
1,"@CraigVenables she wasn't actualy dead, just collapsed. Year later they diagnosed a brain tumour. She's ok now "
0,@craigy1 cya later on will prob still be here when you get up
0,@craigyboy15 good afternoon !? How's ur day so far ? I can't sleep and its 3:40 am in melbourne !
0,@craigyd You know what they say: If it's not one thing it's your mother
1,@craigyd have a good day at work anything else planned this weekend?
1,@craigyd I broke My MacBook but I got it fixed for free
0,@craigyd is it the Thompson router? If so expect to do that a LOT
1,@craigyd there is always salsa somewhere what are your plans today?
0,"@Craiiiiiig21 @Paola625 sounds like Sonics...which I never had ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp; beer"
0,@crairenae cedskis cake is GONE! he said ppl ate it all &amp; he omly got a slice
1,@crakheadonDTrig you`re welcome
1,"@cram13 it's not bad, just relaxing and taking it easy while I can. How's you and your girl?"
1,@cramedogg to be taken away. not mee.
1,@Cramel..... I know Im so nervous!!!!
1,@cramman_music hello how you doing
1,"@cranberrybandit um, smoke cheaper stuff. "
1,@cranberrytarts i missed like all but 45 mins. but so far i'm LOVING IT! it's cute and quirky and lots of hot guys HEE. i want to see it!
0,@craneballs yeh. But come on it's 7am Sunday. Where is it?
0,"@crankydragon Thanks! I've never heard of that one. I went ahead with long tail, though only got one row knit before I had to leave "
1,"@crankyuser Yeah, but I hear fourth time's a charm? Seriously, though, I've always wanted to to to an art school. "
0,@cranzie09 completely jealous! I have to wait til wednesday
0,@CrapDracula dude we were supposed to be hobbit bards TOGETHER
0,@CrAppleton for sure....I still got 2 hrs till I will be home at the fridge but then BEER BEER BEER lol
0,@crapsticks yes. can we have it please????
1,@craptasticguru Turned out to be JUUUUSTTTTT right goldilocks
1,@crashalan ha! I've spoken in Tagalog...It always works
1,@Crasham thanks for the add woman! enjoy your weekend
0,@crashboomkisses did you get dinner at least?
0,@CrashBrazZz Because I'm three months too young to get the job I want.
1,@Crashcgs2358 it sokay.
0,@crashcores Not swell Bloody dirty !
1,@crashkings hey I love ur album u did a amazing job with it I wish u the best in ur career
1,"@CrashOverride71 @officialTila I'm also on facebook, you can find under my email add. it's jimmyjohnsonii@hotmail.com "
1,@crashovrride i always leave FB chat off 100% of the time. it's too annoying
0,@crashovrride I don't have that many open. http://myloc.me/29MX
0,@crashpixie -- awesome! way to go fanclub! now i am not sure what to do with this extra seat
0,@crashpixie are you kidding?!! You still havent gotten yours yet! thats horrible! Yeah theyve been good uploading everyone elses!
1,@crashtestmommy We're almost at the end!
0,@crasssie Free donuts &amp; ice cream?! Why can't I live in the US? And you're going to Lolla? I can't... *cries*
1,@crasssie So she was there in spirit
1,"@Crastking man, I hve the turtle neck again . Better take a stool drool Xoxoxo"
0,"@cratledge and the KK doughnuts in the grocery store are gross, because the glazing has started to melt. It makes me so sad "
0,"@crauds wow, that's impressive. Our progress is terrible "
1,@craven_ that sucks! I hope you finish the day better then you started it
0,@craven_m ok dont know how to do that my i phone made this so much easyer
1,@cravenjade Good idea... I won't disturb you. Let me know when your guest post is up!
1,"@cravenjade hope it worked out for you, Jade! And yes, I took tons of photos Lots on FBook already lol"
1,"@cravenjade Won't give an exact $, but I will say that my online stuff gave me the equivalent of a 25% raise from my day job last year "
0,@CraveOnline booo!
0,@cravequeen AWWW YOU WORKED SO HARD ON IT
1,@CRAWFORD_GG
1,@crawljax Congratulations! You did it again
1,@cray718 wats up butt
0,@crayola8282 yes is was...one of my favorite episodes though.
0,"@crayonsman last time i checked they still have the vintage tins at hobbylobby, but they charge $12.99 will wait for the 40% coupon."
0,@crayontwisters she doesnt know. she didnt listen to her mom. haha. but she knows that me and yanna arent her classmates
1,@Craz_Monkay21 too bad sucka i told you...LAKERS ARE THE BEST!!!!!
1,@crazalady Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
0,@Crazdude OMGNO! I'm so sorry!! Carlisle weeps for you
0,@Crazedteensie not sure if I am going on friday
1,@crazedwriter Congratulations! Enjoy your summer!
1,@crazeegeekchick I agree. I've never had a job interviewer say to me &quot;Gee I wish your info was HARD to READ through!&quot; ......
1,@crazeegeekchick I knew I liked you for reason! I was at Def6 from 97-01. I'm guessing you were there after me?
1,@crazeegeekchick ppffttt... 100% first time!
1,@crazeegeekchick Thank you for following me! I look 4word to learning from u and sharing w/ U. Finally some1 close to home - Joe
0,"@crazeegeekchick Yeah, sorry for the spam Forgot I had the settings on"
0,@CrazeLoc .... you never called back
0,@CrazeLoc im workin...az usual. &amp; yea i cut my hair off... i put sum pics up on myspace. the bitch cut wayyyy too much off
0,@crazicoolgirl I truly mean it... I wish I could help you see Danny...
0,@crazicrystal I feel your pain. Two huge test tomorrow and I don't feel at all prepared.
0,@craziex3 no i do NOT have a hangover! haha &amp; no he didnt cos it was laaaate &amp; in bed still you?
1,@craziex3 Thats okay What's the Sam?! lol its probably something everyone's gonna be like der... why she never heard of that!! xx
1,@CraziihBabeh heyy
0,@craziisocks I left on vacation and I was freaking out at the airport. I hate flying and boats lol
1,@CRAZiixLOVEE I did thanks
1,@CRAZiixLOVEE I dont look fab lmfao xD but thanks anyway
1,@CRAZiixLOVEE i know.i have photobucket but this is much better
0,@CRAZiixLOVEE i miss you.
1,@CRAZiixLOVEE yooooo missed you hun &lt;3
1,"@crazilazigurl *meet, sorry! It's good to have some Heroes fans to follow/follow me... I tweet about it a lot! "
0,@CRAZIWTCH i can't.....
0,@crazy casey me too
0,@crazy_court have you taken it to the apple store? I wanted to do something tonight but I couldn't get you to respond!
0,@crazy_gurl214 maybe I was
1,"@crazy_milliner No one's ever that interesting. In my experience, it's usually all fake, anyway. Cheer up "
0,@crazy_moon HAHA!!! IT'S GONNA BE THE BEST EP THEN. IT BETTER NOT BE A LET DOWN
1,@crazy_moon Like some of the song..but not totally in to them..haha..my boy band phase were on a slow when they were debuting..haha
1,@crazy_moon Wow..westlife..oh they were pretty big in Malaysia once..haha
1,@crazy_moon Yeah..plus the cheesy dance move..it's perfect..but some do have great dancing..thank goodness for choreographer
0,"@crazy4disney It's down for me, too. "
0,"@crazy4disney The skin doesn't interfere w/anything, screen is just as responsive as before. A pain to install - I missed a piece of lint "
0,"@Crazy4JoeMac I am still really bummed. Just think road trip to see our guys tomorrow, gone It would have been so much fun "
1,@crazy4mcfly23 hahahahahahaha thats exactly what its going to come to! And I'll be proud of it
0,@crazy4nkotb Everything is out of stock...can't order anything
1,"@CrazyA64 Hi! I didn't know I had followers.. well, besides friends and random bots that is. Hurhur. And it sounds more stupid than rude. "
0,@crazyadventures So hard to miss out when kids are sick.
1,@crazyadventures Thank you for those strong words. I can use it right now hun... Your mother is a very smart women Hope all is well
1,@crazyangelie i don't remember na rin haha.will watch again
1,@crazybabyz http://twitpic.com/615co - i love her
0,@CrazyBallerina can't. my sal wont be in until next week
1,"@CrazyBallerina since when??? I try to be, but always end up eating egg or chicken almost everyday"
1,@crazyblugirl thanks lol. I'm with my best friend so i'm ok.
0,@crazybobbles but no..I sent you a picture on ze phone of why I was on edge...but you haven't got it?! NOOO
1,@crazyBobcat Very worth a try. I plan to be napping shortly.
0,@crazybrave link no good unless you are signed in as a customer
1,@crazybreez Waaaaaah !! me too
1,@crazycade In that case you can't even watch your own vids.
1,"@crazycakes Thanks I have so many great old outfits that are always too dressy for anywhere, so I've started doing photo shoots in them. "
1,"@CrazyCaptainKey Worst, or best? ow my everything hurts from laughing"
0,"@CrazyCatLadie and @cutiepie101 sorry, had prior plans for today. "
1,@CrazyCatLadie I so know what that's like. Hang in there.
1,@CrazyCatLadie oooh - they did the apprehensive move up to kiss and then didn't - was awesome! Total tease Audience loved it
1,@crazycindy100 i am not surprised
1,@crazycray yeah yeah yeah.....i will DONT WORRY!
0,"@crazycrayon Damn it, so did I! "
0,@crazycrayon I only got to watch half of it and then they took it down from the website I was using....
0,"@Crazycunt Im sorry, if I had come over I could drive u home Is Erica still there or is it just u?"
1,@crazydes1 go strawberry picking
1,@crazydes1 ooohhh travel paint!! sing and dance...you are awesome at both of them!! hows life after engagement?
1,@crazydivide Doer governs from the centre. Sort of like Romanow in Sask. Wish we could steal them for the LPC.
1,@crazydjbazarro actually ima send u some tracks for the podcast
0,"@CrazyEcho Nope, I have no idea what you're talking about. "
1,"@crazyfirebolt Haha, Kitty, you're welcomeee! Anything for David! Anyway, I think I'll meet you near HCI, if it's okay with you! "
0,@crazyforDAY26 awww man
1,@CrazyForSP hey whats up? thx for the follow!!
1,@crazygagathing nee weißte natürlich mein ich dich
0,@crazygirlne and I don't tweet as much cuz the work computer is on EIS Twitter. So I only tweet once a day in am... So sad
1,@crazygirlyarn those ARE great! i love the commentary too!
0,@crazygolfa I think that plus everyone wants to see if the D-train could keep it going - obviously not. Hopefully he'll bounce back.
1,@crazyjack24 But you want it - and you need it - you're addicted to it
1,@crazyjack24 Oh. Okay.
1,@crazyjack24 Was denn? Sims 3?
1,@crazyjibin @brijeshnairan @milinpaul I am just taking things slow this weekend Thanks for asking!
1,@crazyjoe23 haha! I m currently at PSU! just chilling got nothing much to do la~
1,@crazyjohnkerecz Thanks for FF
1,@crazyjohnkerecz Thanks for the #ff Crazy John! I iz followin' you now
1,@crazykayz LOL well i might be going to a summer camp in LA and he's gonna be a guest. last year selena was one!!
0,@crazykhw I wanna be there too!
0,@Crazykitten_88 w00t! when shall you be in Austin? I'm already broke so I can't even buy us booze.
1,@crazylabel Got my windy pops and bubblefun yesterday - many thanks Andy
0,@crazylegsclub you lied!!!!
1,@crazylilmonk3y yup! all the shows are listed on myspace
1,@crazyloud1 I've had a few Sunday &quot;way too much&quot; Fundays of my own. Please tell me how this came about I hope you're feeling better!
1,@CrazylrishGuy Oh wow ...and will you watch it in cinema ?
0,@crazymadzy because...? haahha x) I WANT THE X-LARGE ONE WE SAW AT KINO (and why aren't you on skype again?!)
1,@crazymalaysian Is it less annoying? Heh. Perhaps I will.
0,@CrAzYmAnGe mm .. tired.. its almost midnight .. and i have school tomorrow but i cant sleep right now
0,"@CrazyMaryJoYPP Now I want chips. Fooey. I don't live three blocks from a corner store, and we're all out. "
1,@CrazyMechanic I'm not from New Zealand... would LUV to go! Anyone there want me to come talk Social Media for results?
0,@CrazyMechanic thanks sorry about the broken link
1,@CrazyMikesapps Morning!
1,@crazymitchell yeah just reading through my latest #SGA episode before I post it for you guys (looking forward to your photos from CM15)
0,@crazymom72 No! This is pissing me off
1,"@CrazyMuse - sounds like a plan, Tates gone to a birthday parth this afternoon. I was thinking of climbing into bed and watching a movie "
1,@crazypirates03 aww.... I had A LOT. I'm a bit wasted.
0,@CRaZySaRaH omg!!!! That sux! I'm sorry. You can sleep in my twin bed with me!
0,@crazyshey Homesick!
0,"@CrazySlutty I have, not a member of the site right now and have had to deny all your fb reqs though stupid sig other..."
1,"@crazyspeak so give me a quick update grace, you've quit the foodland job and you start at JB's tomorrow full time? heaps exciting "
1,"@crazystef69 damn, harsh. Ha... "
1,@crazytal PENNYLESS HILTON! Hahaha! That's such a cute name!
0,@crazytal so out of the loop. i should meet you guys soon hang in there gang...
0,@crazytales how mean I hope u have a good bday though.
1,@crazytwism hubz company was organising ...i had to be there!
1,"@crazytwism in some cases, I like Saudi laws ..."
1,@crazytwism there ...
1,@crazytwism @radha_ @crucifire Did I hear crack and stoned in a same line. Why do I feeling happy about it
0,@crazytwism All I seek is one answer. Will SBI cover my losses? I want my money back SBI.
1,@crazytwism Good afternoon Who kept you up all night ? ;)
1,@crazytwism haha! sure.. will do that @prateekgupta @fraands
1,@crazytwism hahhahah is the only comment I would like to make @fossiloflife @fraands
1,"@crazytwism in my defense, it's just before lunchtime, n i'm about to head off for some mam-mam "
1,"@crazytwism Its just that I am free now,and I just cant stop myself from tweeting! Lots to compensate for the twitter withdrawal period!"
1,@crazytwism Marning Sar!! How are you
0,@crazytwism no! no! i want one that's soft &amp; round and behaves like a baby. shucks. now why does that remind me of...
1,@crazytwism Oh! okay @fossiloflife @thenewbnb
0,@crazytwism yeah! damn dangerous thing..
1,"@crazytwism yup i meant i m 4m mys,,i tweet 4m blore "
0,@crazyvy havnt talked to u in a while
0,@crazziichic OMG Amy is so jealous rite now I wana go tink im goin to go to america for my LC holiday and jus shop shop nd shop lol!!
1,@crazzyford sometimes it's great to be a foreigner
1,@crazzzier yeah! haha! ready n c chie eh
1,@crbear psyched to finally meet you at the Granada tomorrow!
0,"@crblahblah I wanted to be an astronaut when I grew up back in the day, too."
1,@crdav Thanks so much for the shoutout and the kind words regarding my blog post! Much appreciated.
0,@crdbl I'M NOT COCKY.
1,@Crdmkr your catering services always get 5 stars! Thanks again for having my horsey smelling self!
1,@Cre8BeautyDaily thank you! Maybe I will
1,@cre8ivecakes You rescued them! I love happy endings.
1,"@cre8ivelicense actually season 3 is my favorite, it's got the best storylines and best character development! just sayin."
0,@Cre8tiveSin sarcasm? i need a PJ to fly to the hotspots and party and fly home for work the next day
1,@Cre8tiveSin sooo sooo true!!! but im good for now
1,"@cre8tivkj Are we looking at the pink glove? Is that yours? I love using my looms, so easy But never thought a GLOVE could me be made!"
1,@cre8tivkj Look what I found http://tinyurl.com/d76npd
1,@CreamPuff85 My friend and I were just planning a movie date to go see that! Glad to hear it's a good one
1,"@CreamPuffBunny lol of course, anything with the word bunny in it is cute that and the name ryan ross."
1,@creamteam Better safe than sorry.
0,"@creamteam every other job ive had, we always got out at either 1 or 3...this job, not at all "
1,@CreamWorldMag yessss call me or email me.. Im curious about what you are up to
1,@creanu Hrhr
0,"@creaps I CANT FIND THE LINK OMG WILL TRY IT AGAIN, HAHA. U'RE REAL NAME IS CREAPS??"
1,@crearvirtual Thanks for the recommendation!
1,@Creasnoop so what do u think of it pro? Do u like it?
0,@create_havoc pretty dam cold gf forced me to take her shopping. Was so cosy in front of the gas fire &amp; under the rug too
1,@Create_Ideas Hey how's it going? I noticed you recently started following me. How's the weather in Ireland?
1,@create4you have a great day...catch you later Sean's home time for lunch
1,@create4you No worries I have a Q for u abt writing for More. Would u be willing to follow me so I can DM you? (p.s. I also &lt;3 karaoke
0,"@create4you, uh hullo? did you just see that one? NO there are NO Low cost dental &quot;clinics&quot; Evn dentistry schools require payment w visit "
0,"@createabadge lol now i'm jealous, I've got a Tesco sandwich and resisted buying anything nice in a chocolate/sweet way"
1,@CreateandInvent I'm just making my third. Need to fuel up for a busy day of filling orders!
1,@createdineire haha! Hope it was susan!
0,@CreateSean A lot of swearing though
0,@CreateSean just a very short trip away with the wife. First time abroad together - we had no honeymoon
1,@createsomething Just added &lt;marquee&gt; as well
1,"@createtomorrow was int to learn more bout U! wkg in germany fr states... liked what I saw, ur doing good stuff! &amp; u'll share when u can! "
0,@creatific on Friday. Lady fell asleep and ploughed into car full speed! Find out later if written off
1,@creationsanew @angryJulie I always thought I'd be able to take the kids someday-but that day never came..still 2 little ones-hoping
0,@CreationsByR yucky rain
0,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!
1,@creatitwitty Shozu is like the Swiss army knife of media sharing apps for the mobile
0,"@CrEaTiVe_B اختباري .. final freshman lab,Quiz Chemistry &amp; Thermodynamic .. المس ما طاعت اتأجل الثيرمو لي ليوم الثلاثا .. كرهتها &gt;&lt;"
1,@creative_home @creative_home So that's 11pm EST right? I am time challenged.
0,"@CreativeArtwks oh no, sounds so bland! I am sorry "
1,@creativeheart Just one on Spark People
0,@creativejo Twitter are just Plain Mean!!! I wasn't doing anything Except tweetinig about #Stokke products.. Spamming i guess??
1,@CreativeJunkie i don't have internet on my phone either but i can send and receive emails...can you do that? i just tried and it worked
1,"@creativeleagueD creativeleague Hey, you followed first OK! "
1,@creativelyfresh It looks good! I like it
1,@CreativeMary You bought the Furminator? Totally awesome!
0,@creativerachel except house wasn't posted online yet watched fringe instead.
0,@creativeslice I wish I could. I have class tonight.
1,"@creativeslice lol Tim. btw, hope you were not referring to my tweets! "
1,@CreativeSoul yeah! that's a good idea
1,@CreativeSoul IT WAS PERFECT!!! Thanks soooo much!!!
0,@creativesoul16 um i dont know if its now then no because my mom isnt home yet...
1,@CreativeStu ohh yeah!! You will spoil the crap out of em!!
0,@creativeswag
0,@creativetallis mine no working yet
0,@Creativetongue really?! That's even before I leave when are you coming back?
1,@CreativeWisdom_ cool track
0,@CreativeWolf been trying.. but i gotta go to work tomo..on a sat
0,@CreativeWolf I want wine NOW!
1,@creativeworld That will a combo launch than - final Access theme and improved activeCollab
1,@creattica Love your site -- I am on it daily
1,"@creattica sketch day, photo-manip day.. Vector day? "
0,@creattica wheres mine LOL
0,@creaturecomfort I hope she's okay!!
1,@creaturecomfort - loving Shelfari - you always manage to track down the coolest things
0,@creaturecomfort aw I hope all is well!
1,@creaturecomfort thanks
1,@creaturecomfort YAY! Congrats hun! You are now Aunt Ez! xo
1,@CreatureTV I think I may be taking your tix for tomorrow? Not sure but you just might know my friend.
0,@creaumond @boogere sorry
1,"@crecenteb CoD:WaW map pack 2 is coming out this week, are you giving codes away like the last time? "
1,@crecks morning babes
1,@creddiefan09 i made that pic..its not ur background
1,@creditcardau - many thanks for the high praise; made my day
1,@CreditKarma FANTASTIC. Would love one. Think you guys have something awesome there.
1,@CreditMatters and i'll bet that's what you say to all the girls.
0,"@CreditMatters Well, I know it's not me....maybe in about 7-10 years "
1,@creealice awh thanks babe
